6	,	0,	2.20129,	0
12	,	0,	1.68819,	0
18	,	0,	4.55733,	0
24	,	0,	1.37462,	0
30	,	0,	0.0241552,	0
36	,	0,	0,	0
42	,	0,	0,	0
48	,	0,	0,	0
54	,	0,	0,	0
60	,	0,	0.0378258,	0
66	,	0,	0.254792,	0
72	,	0,	0.122961,	0
78	,	0,	0.00384216,	0
84	,	0,	0.0379697,	0
90	,	0,	0.102946,	0
96	,	0,	0.0351489,	0
102	,	0,	0.0721571,	0
108	,	0,	0.0237434,	0
114	,	0,	0.0751897,	0
120	,	0,	0.179532,	0
126	,	0,	0.0478191,	0
132	,	0,	0.161553,	0
138	,	0,	0.304616,	0
144	,	0,	0.491314,	0
150	,	0,	0.28467,	0
156	,	0,	0.514067,	0
162	,	0,	0.583693,	0
168	,	0,	0.372816,	0
174	,	0,	1.04233,	0
180	,	0,	0.79441,	0
186	,	0,	0.435819,	0
192	,	0,	0.394133,	0
198	,	0,	0,	0
204	,	0,	0,	0
210	,	0,	0,	0
216	,	0,	0,	0
222	,	0,	0,	0
228	,	0,	0,	0
234	,	0,	0,	0
240	,	0,	0,	0
246	,	0,	0.838173,	0
252	,	0,	1.47735,	0
258	,	0,	0.865877,	0
264	,	0,	1.02414,	0
270	,	0,	0.509824,	0
276	,	0,	0.00582103,	0
282	,	0,	0,	0
288	,	0,	0.0285426,	0
294	,	0,	0,	0
300	,	0,	0.287803,	0
306	,	0,	0.975365,	0
312	,	0,	0,	0
318	,	0,	0,	0
324	,	0,	0,	0
330	,	0,	0,	0
336	,	0,	0.0534956,	0
342	,	0,	0,	0
348	,	0,	0.0510251,	0
354	,	0,	0,	0
360	,	0,	0,	0
366	,	0,	0.418484,	0
372	,	0,	0.0640483,	0
378	,	0,	0.272514,	0
384	,	0,	0.376165,	0
390	,	0,	0.17627,	0
396	,	0,	0,	0
402	,	0,	1.99761,	0
408	,	0,	1.72616,	0
414	,	0,	1.08742,	0
420	,	0,	1.37596,	0
426	,	0,	1.7978,	0
432	,	0,	4.24042,	0
438	,	0,	0,	0
444	,	0,	0,	0
450	,	0,	0,	0
456	,	0,	0,	0
462	,	0,	0.0607745,	0
468	,	0,	0,	0
474	,	0,	0,	0
480	,	0,	0,	0
486	,	0,	0,	0
492	,	0,	0,	0
498	,	0,	0,	0
504	,	0,	0,	0
510	,	0,	0.0301039,	0
516	,	0,	0.20435,	0
522	,	0,	0.30822,	0
528	,	0,	0.121328,	0
534	,	0,	0,	0
540	,	0,	0.449485,	0
546	,	0,	1.80511,	0
552	,	0,	0.634775,	0
558	,	0,	1.24931,	0
564	,	0,	4.30385,	0
570	,	0,	0.584478,	0
576	,	0,	2.18858,	0
582	,	0,	0,	0
588	,	0,	0.0504372,	0
594	,	0,	0.467531,	0
600	,	0,	0.634797,	0
606	,	0,	0.947698,	0
612	,	0,	0.359514,	0
618	,	0,	0.480725,	0
624	,	0,	0.605537,	0
630	,	0,	1.17629,	0
636	,	0,	0.0355231,	0
642	,	0,	0.796004,	0
648	,	0,	0.944251,	0
654	,	0,	1.063,	0
660	,	0,	2.24669,	0
666	,	0,	0.447029,	0
672	,	0,	0.0892032,	0
678	,	0,	0.239902,	0
684	,	0,	0.45841,	0
690	,	0,	0,	0
696	,	0,	0.267138,	0
702	,	0,	2.169,	0
708	,	0,	1.85195,	0
714	,	0,	0.0947605,	0
720	,	0,	0.0947605,	0
