6	,	0,	7.56563,	0
12	,	0,	38.0098,	0
18	,	0,	41.7609,	0
24	,	0,	62.134,	0
30	,	0,	34.7525,	0
36	,	0,	37.5965,	0
42	,	0,	32.2942,	0
48	,	0,	45.6246,	0
54	,	0,	25.3448,	0
60	,	0,	27.9757,	0
66	,	0,	34.136,	0
72	,	0,	40.7648,	0
78	,	0,	55.3309,	0
84	,	0,	6.58915,	0
90	,	0,	82.9003,	0
96	,	0,	5.4697,	0
102	,	0,	27.4774,	0
108	,	0,	36.7256,	0
114	,	0,	28.2255,	0
120	,	0,	39.2483,	0
126	,	0,	36.2139,	0
132	,	0,	23.536,	0
138	,	0,	6.25731,	0
144	,	0,	6.74581,	0
150	,	0,	33.3077,	0
156	,	0,	38.4639,	0
162	,	0,	6.47143,	0
168	,	0,	97.6506,	0
174	,	0,	34.2539,	0
180	,	0,	53.5816,	0
186	,	0,	938.982,	0
192	,	0,	33.0009,	0
198	,	0,	882.15,	0
204	,	0,	157.741,	0
210	,	0,	28.0597,	0
216	,	0,	5.0925,	0
222	,	0,	114.241,	0
228	,	0,	34.6796,	0
234	,	0,	87.6395,	0
240	,	0,	33.3086,	0
246	,	0,	175.622,	0
252	,	0,	21.6231,	0
258	,	0,	30.3216,	0
264	,	0,	27.3972,	0
270	,	0,	4.94236,	0
276	,	0,	4.08968,	0
282	,	0,	19.7675,	0
288	,	0,	34.7575,	0
294	,	0,	28.9291,	0
300	,	0,	35.831,	0
306	,	0,	25.9758,	0
312	,	0,	30.1946,	0
318	,	0,	3.54142,	0
324	,	0,	22.756,	0
330	,	0,	26.9884,	0
336	,	0,	20.1141,	0
342	,	0,	28.5361,	0
348	,	0,	4.67225,	0
354	,	0,	55.611,	0
360	,	0,	16.3664,	0
366	,	0,	6.6211,	0
372	,	0,	57.3385,	0
378	,	0,	71.2087,	0
384	,	0,	190.972,	0
390	,	0,	4.20968,	0
396	,	0,	18.8256,	0
402	,	0,	26.6487,	0
408	,	0,	27.3636,	0
414	,	0,	28.4784,	0
420	,	0,	41.9973,	0
426	,	0,	4.04174,	0
432	,	0,	478.567,	0
438	,	0,	3.05233,	0
444	,	0,	33.381,	0
450	,	0,	4.09625,	0
456	,	0,	168.657,	0
462	,	0,	26.5387,	0
468	,	0,	2.97781,	0
474	,	0,	45.9941,	0
480	,	0,	52.9405,	0
486	,	0,	55.9351,	0
492	,	0,	26.1017,	0
498	,	0,	31.2746,	0
504	,	0,	31.5134,	0
510	,	0,	103.448,	0
516	,	0,	51.7661,	0
522	,	0,	32.2728,	0
528	,	0,	95.2172,	0
534	,	0,	60.4982,	0
540	,	0,	32.0127,	0
546	,	0,	4.99405,	0
552	,	0,	76.8533,	0
558	,	0,	5.78355,	0
564	,	0,	232.912,	0
570	,	0,	48.8019,	0
576	,	0,	150.897,	0
582	,	0,	52.435,	0
588	,	0,	33.8742,	0
594	,	0,	33.2428,	0
600	,	0,	29.2036,	0
606	,	0,	41.2357,	0
612	,	0,	27.7568,	0
618	,	0,	5.45149,	0
624	,	0,	25.903,	0
630	,	0,	31.9783,	0
636	,	0,	26.3057,	0
642	,	0,	19.6777,	0
648	,	0,	49.6948,	0
654	,	0,	27.6212,	0
660	,	0,	27.2857,	0
666	,	0,	31.4728,	0
672	,	0,	24.3429,	0
678	,	0,	33.9158,	0
684	,	0,	27.6373,	0
690	,	0,	28.2987,	0
696	,	0,	57.8081,	0
702	,	0,	23.3466,	0
708	,	0,	23.8903,	0
714	,	0,	69.0444,	0
720	,	0,	69.0444,	0
